user_id,num_books_rated,gutenberg_ids,goodreads_book_keys,ratings
421966,9,1626;11;1399;28215;9038;70440;28054;209;1123,"after dark||collins, wilkie;alices adventures in wonderland||carroll, lewis;anna karenina||tolstoy, leo;empire||simak, clifford d.;the adventures of tom sawyer||twain, mark;the awakening||bordeaux, henry;the brothers karamazov||dostoyevsky, fyodor;the turn of the screw||james, henry;twelfth night||shakespeare, william",4.0;5.0;3.0;4.0;1.0;4.0;4.0;4.0;5.0
421978,8,1626;10523;1399;1112;28054;696;901;3795,"after dark||collins, wilkie;alcestis||euripides;anna karenina||tolstoy, leo;romeo and juliet||shakespeare, william;the brothers karamazov||dostoyevsky, fyodor;the castle of otranto||walpole, horace;the jew of malta||marlowe, christopher;under the lilacs||alcott, louisa may",3.0;4.0;3.0;3.0;3.0;4.0;2.0;2.0
422001,17,1113;1856;158;1400;219;33300;1127;1112;70440;28054;696;32730;2276;66057;209;120;1123,"a midsummer nights dream||shakespeare, william;cousin pons||balzac, honorã© de;emma||austen, jane;great expectations||dickens, charles;heart of darkness||conrad, joseph;mary||bjã¸rnson, bjã¸rnstjerne;othello||shakespeare, william;romeo and juliet||shakespeare, william;the awakening||bordeaux, henry;the brothers karamazov||dostoyevsky, fyodor;the castle of otranto||walpole, horace;the heart of a woman||orczy, emmuska orczy;the private memoirs and confessions of a justified sinner||hogg, james;the tale of genji||murasaki shikibu;the turn of the screw||james, henry;treasure island||stevenson, robert louis;twelfth night||shakespeare, william",5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0
422008,16,1113;98;8809;28215;1120;141;73527;1118;70440;69514;28054;696;49035;284;209;120,"a midsummer nights dream||shakespeare, william;a tale of two cities||dickens, charles;aesops fables||aesop;empire||simak, clifford d.;julius caesar||shakespeare, william;mansfield park||austen, jane;messiah||vidal, gore;much ado about nothing||shakespeare, william;the awakening||bordeaux, henry;the best man||hill, grace livingston;the brothers karamazov||dostoyevsky, fyodor;the castle of otranto||walpole, horace;the changeling||besant, walter;the house of mirth||wharton, edith;the turn of the screw||james, henry;treasure island||stevenson, robert louis",4.0;3.5;3.0;3.0;3.0;3.0;3.0;5.0;3.0;3.0;3.0;1.0;2.0;3.0;4.0;4.0
422020,10,1113;98;158;29676;514;9147;121;1342;35;31547,"a midsummer nights dream||shakespeare, william;a tale of two cities||dickens, charles;emma||austen, jane;identity||blade, zoã«;little women||alcott, louisa may;moby dick||melville, herman;northanger abbey||austen, jane;pride and prejudice||austen, jane;the time machine||wells, h. g. (herbert george);youth||asimov, isaac",3.0;3.0;5.0;3.0;3.0;5.0;4.0;3.0;3.0;3.0
422022,8,1113;4217;158;2413;39896;18881;66057;209,"a midsummer nights dream||shakespeare, william;a portrait of the artist as a young man||joyce, james;emma||austen, jane;madame bovary||flaubert, gustave;the girl next door||seaman, augusta huiell;the idiot||bangs, john kendrick;the tale of genji||murasaki shikibu;the turn of the screw||james, henry",4.333333333333333;4.0;5.0;2.0;5.0;2.0;4.0;5.0
422031,8,158;2413;71865;60580;28054;696;1107;1123,"emma||austen, jane;madame bovary||flaubert, gustave;mrs dalloway||woolf, virginia;the big blue soldier||hill, grace livingston;the brothers karamazov||dostoyevsky, fyodor;the castle of otranto||walpole, horace;the taming of the shrew||shakespeare, william;twelfth night||shakespeare, william",4.0;3.0;3.0;4.0;3.5;2.0;4.0;2.0
422047,9,10523;59329;158;1120;1112;46185;66057;1107;1123,"alcestis||euripides;birthright||smith, april;emma||austen, jane;julius caesar||shakespeare, william;romeo and juliet||shakespeare, william;the devil||molnã¡r, ferenc;the tale of genji||murasaki shikibu;the taming of the shrew||shakespeare, william;twelfth night||shakespeare, william",5.0;2.0;4.0;5.0;5.0;5.0;5.0;5.0;3.0
422067,8,1120;7700;105;1342;696;66057;120;1123,"julius caesar||shakespeare, william;lysistrata||aristophanes;persuasion||austen, jane;pride and prejudice||austen, jane;the castle of otranto||walpole, horace;the tale of genji||murasaki shikibu;treasure island||stevenson, robert louis;twelfth night||shakespeare, william",5.0;2.0;4.0;5.0;2.0;2.0;4.0;3.0
422071,14,8809;23303;2554;1122;29676;23077;1120;121;7517;70440;49035;1135;1123;203,"aesops fables||aesop;cinderella||anonymous;crime and punishment||dostoyevsky, fyodor;hamlet||shakespeare, william;identity||blade, zoã«;jane eyre||brontã«, charlotte;julius caesar||shakespeare, william;northanger abbey||austen, jane;sanctuary||wharton, edith;the awakening||bordeaux, henry;the changeling||besant, walter;the tempest||shakespeare, william;twelfth night||shakespeare, william;uncle toms cabin||stowe, harriet beecher",5.0;5.0;3.6666666666666665;4.0;3.0;5.0;5.0;4.0;4.0;1.0;1.0;3.0;4.0;5.0
422085,10,10523;65282;1128;1118;71094;696;66057;120;4300;768,"alcestis||euripides;double identity||farrell, henry;king lear||shakespeare, william;much ado about nothing||shakespeare, william;recreations||hill, grace livingston;the castle of otranto||walpole, horace;the tale of genji||murasaki shikibu;treasure island||stevenson, robert louis;ulysses||joyce, james;wuthering heights||brontã«, emily",5.0;5.0;5.0;5.0;2.0;2.0;2.0;4.0;4.0;2.5
422092,19,65636;1113;4217;1023;766;158;7700;2571;28054;64317;32730;155;60;66057;70361;36;718;4300;768,"a lost lady||cather, willa;a midsummer nights dream||shakespeare, william;a portrait of the artist as a young man||joyce, james;bleak house||dickens, charles;david copperfield||dickens, charles;emma||austen, jane;lysistrata||aristophanes;peace||aristophanes;the brothers karamazov||dostoyevsky, fyodor;the great gatsby||fitzgerald, f. scott (francis scott);the heart of a woman||orczy, emmuska orczy;the moonstone||collins, wilkie;the scarlet pimpernel||orczy, emmuska orczy;the tale of genji||murasaki shikibu;the terror||coppel, alfred;the war of the worlds||wells, h. g. (herbert george);tonobungay||wells, h. g. (herbert george);ulysses||joyce, james;wuthering heights||brontã«, emily",4.0;4.0;4.0;4.0;4.0;3.0;4.0;2.0;4.0;4.0;4.0;3.0;3.0;2.0;4.0;3.0;3.0;4.0;4.0
422094,9,1113;49400;38251;9687;1753;49035;66057;70361;120,"a midsummer nights dream||shakespeare, william;experience||cotton, catherine (catherine m.);oscar wilde||thorne, guy;robinson crusoe||defoe, daniel;swan song||chekhov, anton pavlovich;the changeling||besant, walter;the tale of genji||murasaki shikibu;the terror||coppel, alfred;treasure island||stevenson, robert louis",4.0;5.0;5.0;5.0;5.0;5.0;4.5;5.0;4.0
422102,19,68229;1399;70875;219;514;60664;40745;1753;1603;18881;143;174;21171;30062;25441;70361;21854;9182;768,"all the sad young men||fitzgerald, f. scott (francis scott);anna karenina||tolstoy, leo;arrowsmith||lewis, sinclair;heart of darkness||conrad, joseph;little women||alcott, louisa may;pipe dream||leiber, fritz;short stories||dostoyevsky, fyodor;swan song||chekhov, anton pavlovich;the blue flower||van dyke, henry;the idiot||bangs, john kendrick;the mayor of casterbridge||hardy, thomas;the picture of dorian gray||wilde, oscar;the pilgrims progress||bunyan, john;the plague||keller, teddy;the reckoning||chambers, robert w. (robert william);the terror||coppel, alfred;the woman in black||bentley, e. c. (edmund clerihew);villette||brontã«, charlotte;wuthering heights||brontã«, emily",4.0;2.5;2.5;2.0;3.0;1.0;1.0;4.0;4.0;1.0;1.0;1.0;4.0;4.0;3.0;3.0;1.0;1.0;4.0
422105,23,1113;2554;8387;1120;33300;78220;1342;10554;70440;14522;1951;76965;7256;18881;14888;9028;709;2276;65568;209;120;3795;9182,"a midsummer nights dream||shakespeare, william;crime and punishment||dostoyevsky, fyodor;hunger||hamsun, knut;julius caesar||shakespeare, william;mary||bjã¸rnson, bjã¸rnstjerne;murder at the vicarage||christie, agatha;pride and prejudice||austen, jane;right ho jeeves||wodehouse, p. g. (pelham grenville);the awakening||bordeaux, henry;the canterville ghost||wilde, oscar;the coming race||lytton, edward bulwer lytton;the counterfeiters||gide, andrã©;the gift of the magi||henry, o.;the idiot||bangs, john kendrick;the inheritors||conrad, joseph;the mysterious stranger||twain, mark;the princess and curdie||macdonald, george;the private memoirs and confessions of a justified sinner||hogg, james;the runaway bunny||smith, laura rountree;the turn of the screw||james, henry;treasure island||stevenson, robert louis;under the lilacs||alcott, louisa may;villette||brontã«, charlotte",3.0;3.0;4.0;3.0;1.0;4.0;4.0;2.0;1.0;3.0;4.0;1.0;3.0;3.0;4.0;3.0;2.0;3.0;2.0;4.0;1.0;4.0;3.0
422107,9,244;8809;28215;1120;2413;28054;9028;66057;1123,"a study in scarlet||doyle, arthur conan;aesops fables||aesop;empire||simak, clifford d.;julius caesar||shakespeare, william;madame bovary||flaubert, gustave;the brothers karamazov||dostoyevsky, fyodor;the mysterious stranger||twain, mark;the tale of genji||murasaki shikibu;twelfth night||shakespeare, william",4.0;4.0;5.0;2.0;3.0;5.0;3.0;3.0;2.0
422122,8,1121;1672;51050;1118;696;70361;35;120,"as you like it||shakespeare, william;gorgias||plato;mans best friend||smith, evelyn e.;much ado about nothing||shakespeare, william;the castle of otranto||walpole, horace;the terror||coppel, alfred;the time machine||wells, h. g. (herbert george);treasure island||stevenson, robert louis",4.0;4.0;4.0;4.0;2.0;3.0;4.0;5.0
422128,8,10523;2413;1127;215;619;4300;74458;2948,"alcestis||euripides;madame bovary||flaubert, gustave;othello||shakespeare, william;the call of the wild||london, jack;the warden||trollope, anthony;ulysses||joyce, james;victoria||hamsun, knut;where angels fear to tread||forster, e. m. (edward morgan)",3.0;3.0;4.0;4.0;3.0;2.0;2.0;3.0
422136,10,1113;98;158;7700;2413;2571;2500;66057;12702;209,"a midsummer nights dream||shakespeare, william;a tale of two cities||dickens, charles;emma||austen, jane;lysistrata||aristophanes;madame bovary||flaubert, gustave;peace||aristophanes;siddhartha||hesse, hermann;the tale of genji||murasaki shikibu;the tale of peter rabbit||potter, beatrix;the turn of the screw||james, henry",5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0
422191,8,1113;1400;1118;1753;28054;66057;70361;768,"a midsummer nights dream||shakespeare, william;great expectations||dickens, charles;much ado about nothing||shakespeare, william;swan song||chekhov, anton pavlovich;the brothers karamazov||dostoyevsky, fyodor;the tale of genji||murasaki shikibu;the terror||coppel, alfred;wuthering heights||brontã«, emily",5.0;3.0;4.0;5.0;4.0;3.0;4.0;4.0
422200,8,2554;7700;2571;66057;209;120;4300;599,"crime and punishment||dostoyevsky, fyodor;lysistrata||aristophanes;peace||aristophanes;the tale of genji||murasaki shikibu;the turn of the screw||james, henry;treasure island||stevenson, robert louis;ulysses||joyce, james;vanity fair||thackeray, william makepeace",4.0;3.0;2.0;4.0;5.0;5.0;4.0;3.6666666666666665
422201,8,2554;73144;2413;70440;28054;9028;120;1123,"crime and punishment||dostoyevsky, fyodor;lady chatterleys lover||lawrence, d. h. (david herbert);madame bovary||flaubert, gustave;the awakening||bordeaux, henry;the brothers karamazov||dostoyevsky, fyodor;the mysterious stranger||twain, mark;treasure island||stevenson, robert louis;twelfth night||shakespeare, william",5.0;5.0;5.0;1.0;5.0;5.0;5.0;5.0
422222,22,1113;61760;158;8387;2226;51713;1127;1342;1753;28054;33066;28840;236;174;113;67138;66057;70361;209;599;74458;768,"a midsummer nights dream||shakespeare, william;charles dickens||chesterton, g. k. (gilbert keith);emma||austen, jane;hunger||hamsun, knut;kim||kipling, rudyard;metamorphosis||de vet, charles v.;othello||shakespeare, william;pride and prejudice||austen, jane;swan song||chekhov, anton pavlovich;the brothers karamazov||dostoyevsky, fyodor;the garden of eden||brand, max;the island of dr moreau||wells, h. g. (herbert george);the jungle book||kipling, rudyard;the picture of dorian gray||wilde, oscar;the secret garden||burnett, frances hodgson;the sun also rises||hemingway, ernest;the tale of genji||murasaki shikibu;the terror||coppel, alfred;the turn of the screw||james, henry;vanity fair||thackeray, william makepeace;victoria||hamsun, knut;wuthering heights||brontã«, emily",5.0;5.0;4.0;4.0;4.5;4.0;4.0;3.0;5.0;4.0;4.0;4.0;4.0;4.5;4.0;3.0;5.0;3.0;5.0;5.0;4.0;5.0
422226,10,1113;98;11;1399;2554;4517;15;4081;28054;120,"a midsummer nights dream||shakespeare, william;a tale of two cities||dickens, charles;alices adventures in wonderland||carroll, lewis;anna karenina||tolstoy, leo;crime and punishment||dostoyevsky, fyodor;ethan frome||wharton, edith;mobydick or the whale||melville, herman;the alchemist||jonson, ben;the brothers karamazov||dostoyevsky, fyodor;treasure island||stevenson, robert louis",3.0;4.0;3.0;4.0;3.0;3.0;3.0;2.0;4.0;3.0
422227,13,1113;98;2554;28215;1672;7700;2571;2500;28054;696;209;120;1123,"a midsummer nights dream||shakespeare, william;a tale of two cities||dickens, charles;crime and punishment||dostoyevsky, fyodor;empire||simak, clifford d.;gorgias||plato;lysistrata||aristophanes;peace||aristophanes;siddhartha||hesse, hermann;the brothers karamazov||dostoyevsky, fyodor;the castle of otranto||walpole, horace;the turn of the screw||james, henry;treasure island||stevenson, robert louis;twelfth night||shakespeare, william",4.0;2.5;4.0;3.0;2.0;3.0;3.0;4.0;3.0;4.0;3.0;3.0;1.0
422237,8,98;158;2413;145;28054;65839;35;120,"a tale of two cities||dickens, charles;emma||austen, jane;madame bovary||flaubert, gustave;middlemarch||eliot, george;the brothers karamazov||dostoyevsky, fyodor;the stranger||dickson, gordon r.;the time machine||wells, h. g. (herbert george);treasure island||stevenson, robert louis",3.0;4.0;4.0;5.0;5.0;4.0;3.0;3.0
422263,13,1113;244;766;158;28215;1120;105;32730;66057;209;1123;599;768,"a midsummer nights dream||shakespeare, william;a study in scarlet||doyle, arthur conan;david copperfield||dickens, charles;emma||austen, jane;empire||simak, clifford d.;julius caesar||shakespeare, william;persuasion||austen, jane;the heart of a woman||orczy, emmuska orczy;the tale of genji||murasaki shikibu;the turn of the screw||james, henry;twelfth night||shakespeare, william;vanity fair||thackeray, william makepeace;wuthering heights||brontã«, emily",4.0;4.0;3.0;3.0;5.0;3.5;4.0;4.0;5.0;3.0;5.0;3.0;5.0
422279,10,1113;8387;7700;51713;1112;1107;209;4300;599;768,"a midsummer nights dream||shakespeare, william;hunger||hamsun, knut;lysistrata||aristophanes;metamorphosis||de vet, charles v.;romeo and juliet||shakespeare, william;the taming of the shrew||shakespeare, william;the turn of the screw||james, henry;ulysses||joyce, james;vanity fair||thackeray, william makepeace;wuthering heights||brontã«, emily",3.0;4.0;3.0;4.0;4.0;3.0;4.0;3.0;5.0;4.0
422300,11,10523;1399;1122;1120;2413;74546;61262;4081;28054;209;1123,"alcestis||euripides;anna karenina||tolstoy, leo;hamlet||shakespeare, william;julius caesar||shakespeare, william;madame bovary||flaubert, gustave;no place like home||stretton, hesba;poirot investigates||christie, agatha;the alchemist||jonson, ben;the brothers karamazov||dostoyevsky, fyodor;the turn of the screw||james, henry;twelfth night||shakespeare, william",5.0;4.333333333333333;4.0;4.0;4.0;4.0;5.0;4.0;4.0;4.0;4.0
422344,8,4217;5174;1399;1118;74546;696;1184;1123,"a portrait of the artist as a young man||joyce, james;allan and the holy flower||haggard, h. rider (henry rider);anna karenina||tolstoy, leo;much ado about nothing||shakespeare, william;no place like home||stretton, hesba;the castle of otranto||walpole, horace;the count of monte cristo||dumas, alexandre;twelfth night||shakespeare, william",4.5;4.0;5.0;4.0;5.0;3.0;3.0;4.0
422358,10,5658;543;38251;7517;1753;28054;64317;18881;70361;768,"lord jim||conrad, joseph;main street||lewis, sinclair;oscar wilde||thorne, guy;sanctuary||wharton, edith;swan song||chekhov, anton pavlovich;the brothers karamazov||dostoyevsky, fyodor;the great gatsby||fitzgerald, f. scott (francis scott);the idiot||bangs, john kendrick;the terror||coppel, alfred;wuthering heights||brontã«, emily",4.0;4.0;2.0;3.0;2.0;3.0;3.0;3.0;4.0;1.0
422366,10,1113;10523;59329;75781;1122;1117;1112;28054;3285;61429,"a midsummer nights dream||shakespeare, william;alcestis||euripides;birthright||smith, april;east of eden||glenn, isa;hamlet||shakespeare, william;king henry iv part 2||shakespeare, william;romeo and juliet||shakespeare, william;the brothers karamazov||dostoyevsky, fyodor;the deerslayer||cooper, james fenimore;the heart of a dog||terhune, albert payson",5.0;5.0;5.0;1.0;5.0;3.0;3.0;4.0;3.0;5.0
422368,9,1113;158;1122;9685;121;17780;28054;66057;4300,"a midsummer nights dream||shakespeare, william;emma||austen, jane;hamlet||shakespeare, william;moll flanders||defoe, daniel;northanger abbey||austen, jane;scenes of clerical life||eliot, george;the brothers karamazov||dostoyevsky, fyodor;the tale of genji||murasaki shikibu;ulysses||joyce, james",3.5;2.0;5.0;5.0;3.0;5.0;5.0;1.0;4.0
422369,8,1113;1856;7700;2571;66057;209;5231;4300,"a midsummer nights dream||shakespeare, william;cousin pons||balzac, honorã© de;lysistrata||aristophanes;peace||aristophanes;the tale of genji||murasaki shikibu;the turn of the screw||james, henry;the way we live now||trollope, anthony;ulysses||joyce, james",5.0;3.0;5.0;4.0;4.0;5.0;4.0;3.5
422376,14,1113;2641;61760;75781;158;219;514;7700;1342;28054;16381;66057;120;768,"a midsummer nights dream||shakespeare, william;a room with a view||forster, e. m. (edward morgan);charles dickens||chesterton, g. k. (gilbert keith);east of eden||glenn, isa;emma||austen, jane;heart of darkness||conrad, joseph;little women||alcott, louisa may;lysistrata||aristophanes;pride and prejudice||austen, jane;the brothers karamazov||dostoyevsky, fyodor;the summons||mason, a. e. w. (alfred edward woodley);the tale of genji||murasaki shikibu;treasure island||stevenson, robert louis;wuthering heights||brontã«, emily",4.0;1.0;3.0;5.0;3.0;2.0;3.0;2.0;4.0;3.0;3.0;5.0;2.0;5.0
422382,13,1113;98;2554;1122;786;161;696;49035;66057;209;6362;120;1123,"a midsummer nights dream||shakespeare, william;a tale of two cities||dickens, charles;crime and punishment||dostoyevsky, fyodor;hamlet||shakespeare, william;hard times||dickens, charles;sense and sensibility||austen, jane;the castle of otranto||walpole, horace;the changeling||besant, walter;the tale of genji||murasaki shikibu;the turn of the screw||james, henry;three soldiers||dos passos, john;treasure island||stevenson, robert louis;twelfth night||shakespeare, william",3.5;5.0;4.0;4.0;2.0;4.0;3.0;1.0;3.0;4.0;5.0;5.0;1.0
422405,13,1113;2587;543;968;105;28700;26298;155;174;66057;120;599;768,"a midsummer nights dream||shakespeare, william;life is a dream||calderã³n de la barca, pedro;main street||lewis, sinclair;martin chuzzlewit||dickens, charles;persuasion||austen, jane;robin hood||creswick, paul;the metamorphosis||kafka, franz;the moonstone||collins, wilkie;the picture of dorian gray||wilde, oscar;the tale of genji||murasaki shikibu;treasure island||stevenson, robert louis;vanity fair||thackeray, william makepeace;wuthering heights||brontã«, emily",5.0;3.0;4.5;5.0;4.0;4.0;5.0;5.0;5.0;4.0;3.0;5.0;4.333333333333333
422412,16,9422;1856;158;1122;8924;1120;7700;9685;71865;1118;2571;1342;28054;64317;209;9182,"a laodicean||hardy, thomas;cousin pons||balzac, honorã© de;emma||austen, jane;hamlet||shakespeare, william;home again||macdonald, george;julius caesar||shakespeare, william;lysistrata||aristophanes;moll flanders||defoe, daniel;mrs dalloway||woolf, virginia;much ado about nothing||shakespeare, william;peace||aristophanes;pride and prejudice||austen, jane;the brothers karamazov||dostoyevsky, fyodor;the great gatsby||fitzgerald, f. scott (francis scott);the turn of the screw||james, henry;villette||brontã«, charlotte",3.0;4.0;4.0;2.0;5.0;4.0;4.0;3.0;3.0;3.0;2.0;4.0;3.0;3.0;3.0;3.0
422440,9,996;543;1112;78887;18881;67138;66057;70361;4300,"don quixote||cervantes saavedra, miguel de;main street||lewis, sinclair;romeo and juliet||shakespeare, william;the doctors daughter||shaw, catharine;the idiot||bangs, john kendrick;the sun also rises||hemingway, ernest;the tale of genji||murasaki shikibu;the terror||coppel, alfred;ulysses||joyce, james",3.0;4.0;3.0;3.0;3.0;3.0;3.0;5.0;3.0
422442,10,1113;98;219;1120;7700;28054;64317;1028;66057;209,"a midsummer nights dream||shakespeare, william;a tale of two cities||dickens, charles;heart of darkness||conrad, joseph;julius caesar||shakespeare, william;lysistrata||aristophanes;the brothers karamazov||dostoyevsky, fyodor;the great gatsby||fitzgerald, f. scott (francis scott);the professor||brontã«, charlotte;the tale of genji||murasaki shikibu;the turn of the screw||james, henry",3.5;3.0;2.0;5.0;2.0;3.0;3.0;4.0;1.0;2.0
422455,13,8387;51713;121;38251;36710;28054;155;67138;66057;70361;1257;9182;65207,"hunger||hamsun, knut;metamorphosis||de vet, charles v.;northanger abbey||austen, jane;oscar wilde||thorne, guy;the black opal||prichard, katharine susannah;the brothers karamazov||dostoyevsky, fyodor;the moonstone||collins, wilkie;the sun also rises||hemingway, ernest;the tale of genji||murasaki shikibu;the terror||coppel, alfred;the three musketeers||dumas, alexandre;villette||brontã«, charlotte;women||tarkington, booth",5.0;5.0;5.0;3.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;5.0;2.0
422471,10,345;559;1120;3825;5267;28054;174;209;120;1123,"dracula||stoker, bram;greenmantle||buchan, john;julius caesar||shakespeare, william;pygmalion||shaw, bernard;sister carrie||dreiser, theodore;the brothers karamazov||dostoyevsky, fyodor;the picture of dorian gray||wilde, oscar;the turn of the screw||james, henry;treasure island||stevenson, robert louis;twelfth night||shakespeare, william",5.0;5.0;3.0;3.0;5.0;3.0;4.0;2.0;4.0;1.0
422491,9,1120;1661;28054;2852;1079;1497;66057;70361;768,"julius caesar||shakespeare, william;the adventures of sherlock holmes||doyle, arthur conan;the brothers karamazov||dostoyevsky, fyodor;the hound of the baskervilles||doyle, arthur conan;the life and opinions of tristram shandy gentleman||sterne, laurence;the republic||plato;the tale of genji||murasaki shikibu;the terror||coppel, alfred;wuthering heights||brontã«, emily",4.0;1.0;3.0;5.0;4.0;5.0;5.0;4.0;2.0
422528,9,98;1626;10523;158;135;51050;1118;1135;120,"a tale of two cities||dickens, charles;after dark||collins, wilkie;alcestis||euripides;emma||austen, jane;les misrables||hugo, victor;mans best friend||smith, evelyn e.;much ado about nothing||shakespeare, william;the tempest||shakespeare, william;treasure island||stevenson, robert louis",5.0;1.0;4.0;2.0;4.0;5.0;4.0;5.0;3.0
422533,13,10523;2554;4517;1448;1120;7700;2413;145;1127;2571;28054;696;35,"alcestis||euripides;crime and punishment||dostoyevsky, fyodor;ethan frome||wharton, edith;heidi||spyri, johanna;julius caesar||shakespeare, william;lysistrata||aristophanes;madame bovary||flaubert, gustave;middlemarch||eliot, george;othello||shakespeare, william;peace||aristophanes;the brothers karamazov||dostoyevsky, fyodor;the castle of otranto||walpole, horace;the time machine||wells, h. g. (herbert george)",4.0;5.0;4.0;4.0;5.0;2.0;3.0;4.0;3.0;1.0;5.0;4.0;4.0
422564,11,1113;61221;4217;6124;1658;1112;42;66057;599;77900;910,"a midsummer nights dream||shakespeare, william;a passage to india||forster, e. m. (edward morgan);a portrait of the artist as a young man||joyce, james;pamela or virtue rewarded||richardson, samuel;phaedo||plato;romeo and juliet||shakespeare, william;the strange case of dr jekyll and mr hyde||stevenson, robert louis;the tale of genji||murasaki shikibu;vanity fair||thackeray, william makepeace;vile bodies||waugh, evelyn;white fang||london, jack",5.0;5.0;3.0;4.0;3.0;4.0;5.0;5.0;5.0;4.0;5.0
422572,9,1113;1399;5658;70440;67138;66057;1257;4300;768,"a midsummer nights dream||shakespeare, william;anna karenina||tolstoy, leo;lord jim||conrad, joseph;the awakening||bordeaux, henry;the sun also rises||hemingway, ernest;the tale of genji||murasaki shikibu;the three musketeers||dumas, alexandre;ulysses||joyce, james;wuthering heights||brontã«, emily",5.0;4.0;5.0;3.0;3.0;5.0;5.0;5.0;3.0
422593,13,98;1626;10523;11;2554;1122;65298;50274;1837;6362;1123;9182;2600,"a tale of two cities||dickens, charles;after dark||collins, wilkie;alcestis||euripides;alices adventures in wonderland||carroll, lewis;crime and punishment||dostoyevsky, fyodor;hamlet||shakespeare, william;the gift||sturgis, melvin;the little house||dawson, coningsby;the prince and the pauper||twain, mark;three soldiers||dos passos, john;twelfth night||shakespeare, william;villette||brontã«, charlotte;war and peace||tolstoy, leo",3.0;4.0;4.0;4.0;4.0;4.0;3.0;4.0;4.0;4.0;5.0;4.0;3.0
422598,8,7469;345;1122;29676;70379;500;28054;3795,"daniel deronda||eliot, george;dracula||stoker, bram;hamlet||shakespeare, william;identity||blade, zoã«;oil||sinclair, upton;the adventures of pinocchio||collodi, carlo;the brothers karamazov||dostoyevsky, fyodor;under the lilacs||alcott, louisa may",4.0;3.0;4.0;2.0;4.0;3.0;3.0;2.0
422606,10,1113;158;7700;2571;1342;28054;696;49035;284;120,"a midsummer nights dream||shakespeare, william;emma||austen, jane;lysistrata||aristophanes;peace||aristophanes;pride and prejudice||austen, jane;the brothers karamazov||dostoyevsky, fyodor;the castle of otranto||walpole, horace;the changeling||besant, walter;the house of mirth||wharton, edith;treasure island||stevenson, robert louis",3.0;5.0;3.0;3.0;4.0;1.0;3.0;3.0;5.0;5.0
422623,10,1113;98;158;7700;2571;28054;696;209;120;4300,"a midsummer nights dream||shakespeare, william;a tale of two cities||dickens, charles;emma||austen, jane;lysistrata||aristophanes;peace||aristophanes;the brothers karamazov||dostoyevsky, fyodor;the castle of otranto||walpole, horace;the turn of the screw||james, henry;treasure island||stevenson, robert louis;ulysses||joyce, james",3.6666666666666665;5.0;5.0;4.0;4.0;4.0;5.0;5.0;5.0;5.0
422639,13,1113;98;2554;28215;1120;1118;28054;696;1565;66057;35;120;1123,"a midsummer nights dream||shakespeare, william;a tale of two cities||dickens, charles;crime and punishment||dostoyevsky, fyodor;empire||simak, clifford d.;julius caesar||shakespeare, william;much ado about nothing||shakespeare, william;the brothers karamazov||dostoyevsky, fyodor;the castle of otranto||walpole, horace;the last days of pompeii||lytton, edward bulwer lytton;the tale of genji||murasaki shikibu;the time machine||wells, h. g. (herbert george);treasure island||stevenson, robert louis;twelfth night||shakespeare, william",3.5;4.0;4.0;4.0;3.0;4.0;5.0;4.0;2.0;2.0;4.0;3.5;3.0
422642,11,10523;2891;8387;51713;1127;3268;22480;67138;66057;120;74458,"alcestis||euripides;howards end||forster, e. m. (edward morgan);hunger||hamsun, knut;metamorphosis||de vet, charles v.;othello||shakespeare, william;the mysteries of udolpho||radcliffe, ann ward;the prussian officer||lawrence, d. h. (david herbert);the sun also rises||hemingway, ernest;the tale of genji||murasaki shikibu;treasure island||stevenson, robert louis;victoria||hamsun, knut",5.0;3.0;3.0;5.0;5.0;3.0;5.0;3.0;5.0;5.0;4.0
422645,9,10523;1999;75491;1120;29908;28054;2785;65839;209,"alcestis||euripides;crome yellow||huxley, aldous;giants in the earth||rã¸lvaag, o. e. (ole edvart);julius caesar||shakespeare, william;the adventurer||kornbluth, c. m. (cyril m.);the brothers karamazov||dostoyevsky, fyodor;the elusive pimpernel||orczy, emmuska orczy;the stranger||dickson, gordon r.;the turn of the screw||james, henry",4.0;3.0;5.0;5.0;5.0;5.0;3.0;5.0;4.0
422699,8,11;28215;1120;1342;4081;70440;28054;1123,"alices adventures in wonderland||carroll, lewis;empire||simak, clifford d.;julius caesar||shakespeare, william;pride and prejudice||austen, jane;the alchemist||jonson, ben;the awakening||bordeaux, henry;the brothers karamazov||dostoyevsky, fyodor;twelfth night||shakespeare, william",4.0;5.0;5.0;4.0;5.0;5.0;5.0;5.0
422730,8,1113;7700;2571;73188;28054;66057;120;1123,"a midsummer nights dream||shakespeare, william;lysistrata||aristophanes;peace||aristophanes;possession||bromfield, louis;the brothers karamazov||dostoyevsky, fyodor;the tale of genji||murasaki shikibu;treasure island||stevenson, robert louis;twelfth night||shakespeare, william",4.0;1.0;1.0;3.0;4.0;4.0;2.5;3.0
