user_id,book_titles,authors,num_books_rated,ratings,book_paths,is_aligned,num_missing_files,missing_files
398423,a midsummer nights dream;emma;lysistrata;mrs dalloway;much ado about nothing;peace;the count of monte cristo;the war of the worlds;treasure island,"shakespeare, william;austen, jane;aristophanes;woolf, virginia;shakespeare, william;aristophanes;dumas, alexandre;wells, h. g. (herbert george);stevenson, robert louis",9,4.0;5.0;5.0;5.0;5.0;5.0;4.0;4.0;4.0,book_texts/1113.txt;book_texts/158.txt;book_texts/7700.txt;book_texts/71865.txt;book_texts/1118.txt;book_texts/2571.txt;book_texts/1184.txt;book_texts/36.txt;book_texts/120.txt,True,0,
398468,a dolls house;a room with a view;crime and punishment;emma;hamlet;mrs dalloway;poirot investigates;the brothers karamazov;the nigger of the narcissus;the time machine;the turn of the screw,"ibsen, henrik;forster, e. m. (edward morgan);dostoyevsky, fyodor;austen, jane;shakespeare, william;woolf, virginia;christie, agatha;dostoyevsky, fyodor;conrad, joseph;wells, h. g. (herbert george);james, henry",11,2.0;3.0;4.0;2.0;5.0;2.0;3.0;3.0;1.0;2.0;2.0,book_texts/15492.txt;book_texts/2641.txt;book_texts/2554.txt;book_texts/158.txt;book_texts/1122.txt;book_texts/71865.txt;book_texts/61262.txt;book_texts/28054.txt;book_texts/17731.txt;book_texts/35.txt;book_texts/209.txt,True,0,
398486,a midsummer nights dream;don quixote;lady susan;lysistrata;oscar wilde;siddhartha;the idiot;the tale of genji;the terror;ulysses,"shakespeare, william;cervantes saavedra, miguel de;austen, jane;aristophanes;thorne, guy;hesse, hermann;bangs, john kendrick;murasaki shikibu;coppel, alfred;joyce, james",10,4.0;3.0;3.0;3.0;4.0;4.0;3.0;4.0;4.0;3.0,book_texts/1113.txt;book_texts/996.txt;book_texts/946.txt;book_texts/7700.txt;book_texts/38251.txt;book_texts/2500.txt;book_texts/18881.txt;book_texts/66057.txt;book_texts/70361.txt;book_texts/4300.txt,True,0,
398515,a midsummer nights dream;emma;persuasion;pride and prejudice;the brothers karamazov;the plague;the terror;this side of paradise;vanity fair;villette,"shakespeare, william;austen, jane;austen, jane;austen, jane;dostoyevsky, fyodor;keller, teddy;coppel, alfred;fitzgerald, f. scott (francis scott);thackeray, william makepeace;brontã«, charlotte",10,2.0;3.0;4.0;4.0;4.0;4.0;4.0;5.0;3.5;4.0,book_texts/1113.txt;book_texts/158.txt;book_texts/105.txt;book_texts/1342.txt;book_texts/28054.txt;book_texts/30062.txt;book_texts/70361.txt;book_texts/805.txt;book_texts/599.txt;book_texts/9182.txt,True,0,
398530,a midsummer nights dream;emma;the brothers karamazov;the moonstone;the tale of genji;twelfth night;vanity fair;wuthering heights,"shakespeare, william;austen, jane;dostoyevsky, fyodor;collins, wilkie;murasaki shikibu;shakespeare, william;thackeray, william makepeace;brontã«, emily",8,4.5;5.0;3.0;3.0;3.0;3.0;4.0;5.0,book_texts/1113.txt;book_texts/158.txt;book_texts/28054.txt;book_texts/155.txt;book_texts/66057.txt;book_texts/1123.txt;book_texts/599.txt;book_texts/768.txt,True,0,
398556,a midsummer nights dream;a tale of two cities;lysistrata;madame bovary;peace;the best man;the castle of otranto;the turn of the screw;ulysses,"shakespeare, william;dickens, charles;aristophanes;flaubert, gustave;aristophanes;hill, grace livingston;walpole, horace;james, henry;joyce, james",9,4.0;4.0;5.0;5.0;5.0;5.0;4.0;4.0;4.5,book_texts/1113.txt;book_texts/98.txt;book_texts/7700.txt;book_texts/2413.txt;book_texts/2571.txt;book_texts/69514.txt;book_texts/696.txt;book_texts/209.txt;book_texts/4300.txt,True,0,
398573,anna karenina;howards end;romeo and juliet;the idiot;the sun also rises;the tale of genji;this side of paradise;vanity fair;wuthering heights,"tolstoy, leo;forster, e. m. (edward morgan);shakespeare, william;bangs, john kendrick;hemingway, ernest;murasaki shikibu;fitzgerald, f. scott (francis scott);thackeray, william makepeace;brontã«, emily",9,4.0;3.0;5.0;3.0;3.0;3.0;4.0;3.0;3.0,book_texts/1399.txt;book_texts/2891.txt;book_texts/1112.txt;book_texts/18881.txt;book_texts/67138.txt;book_texts/66057.txt;book_texts/805.txt;book_texts/599.txt;book_texts/768.txt,True,0,
398618,a midsummer nights dream;crime and punishment;emma;julius caesar;the alchemist;the best man;the brothers karamazov;the castle of otranto,"shakespeare, william;dostoyevsky, fyodor;austen, jane;shakespeare, william;jonson, ben;hill, grace livingston;dostoyevsky, fyodor;walpole, horace",8,4.5;5.0;1.0;3.0;4.0;4.0;3.0;1.0,book_texts/1113.txt;book_texts/2554.txt;book_texts/158.txt;book_texts/1120.txt;book_texts/4081.txt;book_texts/69514.txt;book_texts/28054.txt;book_texts/696.txt,True,0,
398670,a tale of two cities;carmilla;peace;the idiot;the orange girl;the sun also rises;the well of loneliness;victoria,"dickens, charles;le fanu, joseph sheridan;aristophanes;bangs, john kendrick;besant, walter;hemingway, ernest;hall, radclyffe;hamsun, knut",8,5.0;1.0;5.0;3.0;4.0;3.0;4.0;4.0,book_texts/98.txt;book_texts/10007.txt;book_texts/2571.txt;book_texts/18881.txt;book_texts/41545.txt;book_texts/67138.txt;book_texts/73042.txt;book_texts/74458.txt,True,0,
398683,a midsummer nights dream;empire;hamlet;julius caesar;king henry iv part 2;the best man;treasure island;twelfth night,"shakespeare, william;simak, clifford d.;shakespeare, william;shakespeare, william;shakespeare, william;hill, grace livingston;stevenson, robert louis;shakespeare, william",8,2.0;1.0;5.0;3.0;2.0;2.0;3.0;3.0,book_texts/1113.txt;book_texts/28215.txt;book_texts/1122.txt;book_texts/1120.txt;book_texts/1117.txt;book_texts/69514.txt;book_texts/120.txt;book_texts/1123.txt,True,0,
398686,around the world in eighty days;hunger;madame bovary;the brothers karamazov;the call of the wild;the idiot;the man without a country;the star beast,"verne, jules;hamsun, knut;flaubert, gustave;dostoyevsky, fyodor;london, jack;bangs, john kendrick;hale, edward everett;knight, damon",8,3.0;2.0;5.0;5.0;3.0;3.0;3.0;4.0,book_texts/103.txt;book_texts/8387.txt;book_texts/2413.txt;book_texts/28054.txt;book_texts/215.txt;book_texts/18881.txt;book_texts/16493.txt;book_texts/64596.txt,True,0,
398720,a farewell to arms;a midsummer nights dream;after dark;emma;measure for measure;monster;the life and opinions of tristram shandy gentleman;the moonstone;the picture of dorian gray;the tale of genji;the terror;the turn of the screw;wuthering heights,"hemingway, ernest;shakespeare, william;collins, wilkie;austen, jane;shakespeare, william;samachson, joseph;sterne, laurence;collins, wilkie;wilde, oscar;murasaki shikibu;coppel, alfred;james, henry;brontã«, emily",13,3.0;3.0;3.0;2.0;3.0;3.0;1.0;2.0;3.0;3.0;4.0;2.0;2.0,book_texts/75201.txt;book_texts/1113.txt;book_texts/1626.txt;book_texts/158.txt;book_texts/1126.txt;book_texts/63965.txt;book_texts/1079.txt;book_texts/155.txt;book_texts/174.txt;book_texts/66057.txt;book_texts/70361.txt;book_texts/209.txt;book_texts/768.txt,True,0,
398723,cyrano de bergerac;five children and it;frankenstein or the modern prometheus;legacy;macbeth;the adventures of sherlock holmes;the brothers karamazov;villette,"rostand, edmond;nesbit, e. (edith);shelley, mary wollstonecraft;schmitz, james h.;shakespeare, william;doyle, arthur conan;dostoyevsky, fyodor;brontã«, charlotte",8,5.0;5.0;4.0;5.0;4.0;4.0;4.0;4.0,book_texts/1254.txt;book_texts/778.txt;book_texts/84.txt;book_texts/21510.txt;book_texts/1533.txt;book_texts/1661.txt;book_texts/28054.txt;book_texts/9182.txt,True,0,
398730,alcestis;anna karenina;crime and punishment;empire;hamlet;julius caesar;madame bovary;middlemarch;romeo and juliet;sanctuary;the awakening;the brothers karamazov;the great gatsby;the little house;the poet;the prince and the pauper;twelfth night,"euripides;tolstoy, leo;dostoyevsky, fyodor;simak, clifford d.;shakespeare, william;shakespeare, william;flaubert, gustave;eliot, george;shakespeare, william;wharton, edith;bordeaux, henry;dostoyevsky, fyodor;fitzgerald, f. scott (francis scott);dawson, coningsby;nicholson, meredith;twain, mark;shakespeare, william",17,5.0;5.0;5.0;5.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0,book_texts/10523.txt;book_texts/1399.txt;book_texts/2554.txt;book_texts/28215.txt;book_texts/1122.txt;book_texts/1120.txt;book_texts/2413.txt;book_texts/145.txt;book_texts/1112.txt;book_texts/7517.txt;book_texts/70440.txt;book_texts/28054.txt;book_texts/64317.txt;book_texts/50274.txt;book_texts/62821.txt;book_texts/1837.txt;book_texts/1123.txt,True,0,
398741,a midsummer nights dream;after dark;anna karenina;empire;hamlet;julius caesar;sanctuary;the brothers karamazov;twelfth night,"shakespeare, william;collins, wilkie;tolstoy, leo;simak, clifford d.;shakespeare, william;shakespeare, william;wharton, edith;dostoyevsky, fyodor;shakespeare, william",9,5.0;4.0;5.0;2.0;4.0;3.0;4.0;4.0;5.0,book_texts/1113.txt;book_texts/1626.txt;book_texts/1399.txt;book_texts/28215.txt;book_texts/1122.txt;book_texts/1120.txt;book_texts/7517.txt;book_texts/28054.txt;book_texts/1123.txt,True,0,
398766,a midsummer nights dream;emma;lysistrata;macbeth;nicholas nickleby;peace;the brothers karamazov;the turn of the screw;treasure island,"shakespeare, william;austen, jane;aristophanes;shakespeare, william;dickens, charles;aristophanes;dostoyevsky, fyodor;james, henry;stevenson, robert louis",9,3.5;4.0;5.0;4.0;3.0;5.0;1.0;4.0;5.0,book_texts/1113.txt;book_texts/158.txt;book_texts/7700.txt;book_texts/1533.txt;book_texts/967.txt;book_texts/2571.txt;book_texts/28054.txt;book_texts/209.txt;book_texts/120.txt,True,0,
398778,a midsummer nights dream;great expectations;life is a dream;lysistrata;peace;the awakening;the brothers karamazov;the moonstone;the tale of genji;the terror,"shakespeare, william;dickens, charles;calderã³n de la barca, pedro;aristophanes;aristophanes;bordeaux, henry;dostoyevsky, fyodor;collins, wilkie;murasaki shikibu;coppel, alfred",10,3.0;2.0;2.0;4.0;3.0;4.0;4.0;4.0;3.0;5.0,book_texts/1113.txt;book_texts/1400.txt;book_texts/2587.txt;book_texts/7700.txt;book_texts/2571.txt;book_texts/70440.txt;book_texts/28054.txt;book_texts/155.txt;book_texts/66057.txt;book_texts/70361.txt,True,0,
398793,a midsummer nights dream;alcestis;great expectations;hamlet;lysistrata;mrs dalloway;right ho jeeves;sense and sensibility;the turn of the screw;twelfth night,"shakespeare, william;euripides;dickens, charles;shakespeare, william;aristophanes;woolf, virginia;wodehouse, p. g. (pelham grenville);austen, jane;james, henry;shakespeare, william",10,5.0;4.0;4.0;5.0;3.0;4.0;3.0;5.0;3.0;1.0,book_texts/1113.txt;book_texts/10523.txt;book_texts/1400.txt;book_texts/1122.txt;book_texts/7700.txt;book_texts/71865.txt;book_texts/10554.txt;book_texts/161.txt;book_texts/209.txt;book_texts/1123.txt,True,0,
398802,crime and punishment;much ado about nothing;persuasion;poirot investigates;the atheists mass;the best man;the stranger;twelfth night,"dostoyevsky, fyodor;shakespeare, william;austen, jane;christie, agatha;balzac, honorã© de;hill, grace livingston;dickson, gordon r.;shakespeare, william",8,3.0;5.0;4.0;4.0;5.0;3.0;5.0;4.5,book_texts/2554.txt;book_texts/1118.txt;book_texts/105.txt;book_texts/61262.txt;book_texts/1220.txt;book_texts/69514.txt;book_texts/65839.txt;book_texts/1123.txt,True,0,
398810,a tale of two cities;after dark;empire;jacobs ladder;julius caesar;the alchemist;the brothers karamazov;the sound and the fury;twelfth night,"dickens, charles;collins, wilkie;simak, clifford d.;oppenheim, e. phillips (edward phillips);shakespeare, william;jonson, ben;dostoyevsky, fyodor;faulkner, william;shakespeare, william",9,2.0;3.0;5.0;5.0;3.0;4.0;4.0;4.0;5.0,book_texts/98.txt;book_texts/1626.txt;book_texts/28215.txt;book_texts/32732.txt;book_texts/1120.txt;book_texts/4081.txt;book_texts/28054.txt;book_texts/75170.txt;book_texts/1123.txt,True,0,
398888,after dark;alcestis;daniel deronda;empire;great expectations;madame bovary;phaedrus;sanctuary;the brothers karamazov;the castle of otranto;the sword of welleran and other stories;the taming of the shrew;total recall;treasure island;twelfth night,"collins, wilkie;euripides;eliot, george;simak, clifford d.;dickens, charles;flaubert, gustave;plato;wharton, edith;dostoyevsky, fyodor;walpole, horace;dunsany;shakespeare, william;sternig, larry;stevenson, robert louis;shakespeare, william",15,4.0;4.0;3.0;4.0;3.0;3.0;3.0;3.0;4.0;3.0;4.0;4.0;2.0;3.5;3.0,book_texts/1626.txt;book_texts/10523.txt;book_texts/7469.txt;book_texts/28215.txt;book_texts/1400.txt;book_texts/2413.txt;book_texts/1636.txt;book_texts/7517.txt;book_texts/28054.txt;book_texts/696.txt;book_texts/10806.txt;book_texts/1107.txt;book_texts/63708.txt;book_texts/120.txt;book_texts/1123.txt,True,0,
398945,a midsummer nights dream;anna karenina;hunger;metamorphosis;oscar wilde;othello;the enchanted castle;the sun also rises;victoria,"shakespeare, william;tolstoy, leo;hamsun, knut;de vet, charles v.;thorne, guy;shakespeare, william;nesbit, e. (edith);hemingway, ernest;hamsun, knut",9,5.0;5.0;3.0;5.0;5.0;5.0;4.0;5.0;4.0,book_texts/1113.txt;book_texts/1399.txt;book_texts/8387.txt;book_texts/51713.txt;book_texts/38251.txt;book_texts/1127.txt;book_texts/3536.txt;book_texts/67138.txt;book_texts/74458.txt,True,0,
398949,a midsummer nights dream;a portrait of the artist as a young man;daniel deronda;hamlet;hunger;middlemarch;pride and prejudice;sanctuary;the brothers karamazov;the house of the seven gables;the stranger;treasure island,"shakespeare, william;joyce, james;eliot, george;shakespeare, william;hamsun, knut;eliot, george;austen, jane;wharton, edith;dostoyevsky, fyodor;hawthorne, nathaniel;dickson, gordon r.;stevenson, robert louis",12,2.0;2.5;4.0;3.0;2.0;3.0;3.0;3.0;3.0;4.0;3.0;3.0,book_texts/1113.txt;book_texts/4217.txt;book_texts/7469.txt;book_texts/1122.txt;book_texts/8387.txt;book_texts/145.txt;book_texts/1342.txt;book_texts/7517.txt;book_texts/28054.txt;book_texts/77.txt;book_texts/65839.txt;book_texts/120.txt,True,0,
399003,a midsummer nights dream;alcestis;as you like it;julius caesar;lord jim;romeo and juliet;sanctuary;the brothers karamazov;the turn of the screw;treasure island,"shakespeare, william;euripides;shakespeare, william;shakespeare, william;conrad, joseph;shakespeare, william;wharton, edith;dostoyevsky, fyodor;james, henry;stevenson, robert louis",10,4.0;4.0;3.0;4.0;4.0;4.0;3.0;3.0;3.0;4.0,book_texts/1113.txt;book_texts/10523.txt;book_texts/1121.txt;book_texts/1120.txt;book_texts/5658.txt;book_texts/1112.txt;book_texts/7517.txt;book_texts/28054.txt;book_texts/209.txt;book_texts/120.txt,True,0,
399026,a midsummer nights dream;a tale of two cities;emma;lysistrata;peace;the castle of otranto;the tale of genji;the time machine;treasure island,"shakespeare, william;dickens, charles;austen, jane;aristophanes;aristophanes;walpole, horace;murasaki shikibu;wells, h. g. (herbert george);stevenson, robert louis",9,5.0;4.0;4.0;4.0;3.0;2.0;4.0;3.0;2.0,book_texts/1113.txt;book_texts/98.txt;book_texts/158.txt;book_texts/7700.txt;book_texts/2571.txt;book_texts/696.txt;book_texts/66057.txt;book_texts/35.txt;book_texts/120.txt,True,0,
399056,a portrait of the artist as a young man;hunger;julius caesar;much ado about nothing;the brothers karamazov;the prisoner;the secret adversary;the turn of the screw,"joyce, james;hamsun, knut;shakespeare, william;shakespeare, william;dostoyevsky, fyodor;brown, alice;christie, agatha;james, henry",8,2.0;5.0;4.0;5.0;4.0;5.0;5.0;2.0,book_texts/4217.txt;book_texts/8387.txt;book_texts/1120.txt;book_texts/1118.txt;book_texts/28054.txt;book_texts/29366.txt;book_texts/1155.txt;book_texts/209.txt,True,0,
399075,a midsummer nights dream;a tale of two cities;heidi;julius caesar;madame bovary;the awakening;the brothers karamazov;the sound and the fury,"shakespeare, william;dickens, charles;spyri, johanna;shakespeare, william;flaubert, gustave;bordeaux, henry;dostoyevsky, fyodor;faulkner, william",8,4.0;4.0;5.0;4.0;4.0;4.0;3.0;5.0,book_texts/1113.txt;book_texts/98.txt;book_texts/1448.txt;book_texts/1120.txt;book_texts/2413.txt;book_texts/70440.txt;book_texts/28054.txt;book_texts/75170.txt,True,0,
399099,a midsummer nights dream;emma;julius caesar;lysistrata;peace;siddhartha;the turn of the screw;wuthering heights,"shakespeare, william;austen, jane;shakespeare, william;aristophanes;aristophanes;hesse, hermann;james, henry;brontã«, emily",8,4.666666666666667;4.0;5.0;4.0;3.0;5.0;2.0;5.0,book_texts/1113.txt;book_texts/158.txt;book_texts/1120.txt;book_texts/7700.txt;book_texts/2571.txt;book_texts/2500.txt;book_texts/209.txt;book_texts/768.txt,True,0,
399106,cyrano de bergerac;palimpsest;the adventures of jimmy skunk;the garden of eden;the hound of the baskervilles;the lost continent;the picture of dorian gray;the terror;the three musketeers,"rostand, edmond;aycock, roger d.;burgess, thornton w. (thornton waldo);brand, max;doyle, arthur conan;burroughs, edgar rice;wilde, oscar;coppel, alfred;dumas, alexandre",9,4.0;4.0;5.0;5.0;4.5;5.0;4.0;5.0;5.0,book_texts/1254.txt;book_texts/63990.txt;book_texts/21015.txt;book_texts/33066.txt;book_texts/2852.txt;book_texts/149.txt;book_texts/174.txt;book_texts/70361.txt;book_texts/1257.txt,True,0,
399150,anna karenina;empire;hamlet;heart of darkness;his masters voice;lysistrata;mary;skin game;the awakening;the ghost;treasure island;twelfth night,"tolstoy, leo;simak, clifford d.;shakespeare, william;conrad, joseph;garrett, randall;aristophanes;bjã¸rnson, bjã¸rnstjerne;fritch, charles e.;bordeaux, henry;o'connor, william douglas;stevenson, robert louis;shakespeare, william",12,4.5;4.0;4.0;3.0;5.0;2.0;4.0;4.0;4.0;3.0;4.0;3.0,book_texts/1399.txt;book_texts/28215.txt;book_texts/1122.txt;book_texts/219.txt;book_texts/48513.txt;book_texts/7700.txt;book_texts/33300.txt;book_texts/31665.txt;book_texts/70440.txt;book_texts/26779.txt;book_texts/120.txt;book_texts/1123.txt,True,0,
399190,a midsummer nights dream;julius caesar;lysistrata;the brothers karamazov;the changeling;the idiot;the tale of genji;the turn of the screw;twelfth night;ulysses;wuthering heights,"shakespeare, william;shakespeare, william;aristophanes;dostoyevsky, fyodor;besant, walter;bangs, john kendrick;murasaki shikibu;james, henry;shakespeare, william;joyce, james;brontã«, emily",11,3.0;5.0;2.0;3.0;4.0;3.0;2.0;4.0;5.0;4.0;3.0,book_texts/1113.txt;book_texts/1120.txt;book_texts/7700.txt;book_texts/28054.txt;book_texts/49035.txt;book_texts/18881.txt;book_texts/66057.txt;book_texts/209.txt;book_texts/1123.txt;book_texts/4300.txt;book_texts/768.txt,True,0,
399232,a lost lady;a midsummer nights dream;alcestis;cousin pons;emma;hamlet;heart of darkness;lysistrata;peace;pride and prejudice;the awakening;the castle of otranto;the history of mr polly;the immoralist;the reckoning;the tale of genji;the time machine;the turn of the screw,"cather, willa;shakespeare, william;euripides;balzac, honorã© de;austen, jane;shakespeare, william;conrad, joseph;aristophanes;aristophanes;austen, jane;bordeaux, henry;walpole, horace;wells, h. g. (herbert george);gide, andrã©;chambers, robert w. (robert william);murasaki shikibu;wells, h. g. (herbert george);james, henry",18,3.0;3.5;4.0;5.0;5.0;4.0;5.0;4.0;4.0;4.0;3.0;3.0;2.0;5.0;4.0;4.0;4.0;4.0,book_texts/65636.txt;book_texts/1113.txt;book_texts/10523.txt;book_texts/1856.txt;book_texts/158.txt;book_texts/1122.txt;book_texts/219.txt;book_texts/7700.txt;book_texts/2571.txt;book_texts/1342.txt;book_texts/70440.txt;book_texts/696.txt;book_texts/7308.txt;book_texts/78975.txt;book_texts/25441.txt;book_texts/66057.txt;book_texts/35.txt;book_texts/209.txt,True,0,
399235,a little princess;hamlet;julius caesar;pride and prejudice;the brethren;the brothers karamazov;the idiot;the lost world;the professors house;the turn of the screw,"burnett, frances hodgson;shakespeare, william;shakespeare, william;austen, jane;haggard, h. rider (henry rider);dostoyevsky, fyodor;bangs, john kendrick;doyle, arthur conan;cather, willa;james, henry",10,3.0;3.0;4.0;4.0;5.0;5.0;2.0;3.0;4.0;4.0,book_texts/146.txt;book_texts/1122.txt;book_texts/1120.txt;book_texts/1342.txt;book_texts/2762.txt;book_texts/28054.txt;book_texts/18881.txt;book_texts/139.txt;book_texts/65465.txt;book_texts/209.txt,True,0,
399246,a midsummer nights dream;emma;much ado about nothing;persuasion;the brothers karamazov;the castle of otranto;three soldiers;wuthering heights,"shakespeare, william;austen, jane;shakespeare, william;austen, jane;dostoyevsky, fyodor;walpole, horace;dos passos, john;brontã«, emily",8,3.0;5.0;5.0;4.0;4.0;4.0;5.0;5.0,book_texts/1113.txt;book_texts/158.txt;book_texts/1118.txt;book_texts/105.txt;book_texts/28054.txt;book_texts/696.txt;book_texts/6362.txt;book_texts/768.txt,True,0,
399258,cousin pons;emma;northanger abbey;the adventures of sherlock holmes;the best man;the castle of otranto;the lost world;the tale of genji;the war of the worlds;treasure island;wuthering heights,"balzac, honorã© de;austen, jane;austen, jane;doyle, arthur conan;hill, grace livingston;walpole, horace;doyle, arthur conan;murasaki shikibu;wells, h. g. (herbert george);stevenson, robert louis;brontã«, emily",11,4.0;4.0;5.0;1.0;4.0;2.0;4.0;4.0;4.0;4.0;3.0,book_texts/1856.txt;book_texts/158.txt;book_texts/121.txt;book_texts/1661.txt;book_texts/69514.txt;book_texts/696.txt;book_texts/139.txt;book_texts/66057.txt;book_texts/36.txt;book_texts/120.txt;book_texts/768.txt,True,0,
399263,a midsummer nights dream;dracula;emma;the brothers karamazov;the canterville ghost;the tale of genji;ulysses;wuthering heights,"shakespeare, william;stoker, bram;austen, jane;dostoyevsky, fyodor;wilde, oscar;murasaki shikibu;joyce, james;brontã«, emily",8,5.0;3.0;3.0;2.0;4.0;2.0;3.5;5.0,book_texts/1113.txt;book_texts/345.txt;book_texts/158.txt;book_texts/28054.txt;book_texts/14522.txt;book_texts/66057.txt;book_texts/4300.txt;book_texts/768.txt,True,0,
399273,alcestis;alices adventures in wonderland;empire;julius caesar;madame bovary;sanctuary;treasure island;twelfth night,"euripides;carroll, lewis;simak, clifford d.;shakespeare, william;flaubert, gustave;wharton, edith;stevenson, robert louis;shakespeare, william",8,5.0;4.0;3.0;4.0;3.0;3.0;3.0;4.0,book_texts/10523.txt;book_texts/11.txt;book_texts/28215.txt;book_texts/1120.txt;book_texts/2413.txt;book_texts/7517.txt;book_texts/120.txt;book_texts/1123.txt,True,0,
399275,a midsummer nights dream;oscar wilde;the brothers karamazov;the idiot;the picture of dorian gray;the tale of genji;the terror;the three musketeers;ulysses,"shakespeare, william;thorne, guy;dostoyevsky, fyodor;bangs, john kendrick;wilde, oscar;murasaki shikibu;coppel, alfred;dumas, alexandre;joyce, james",9,4.0;5.0;4.0;3.5;4.0;4.0;5.0;4.0;3.0,book_texts/1113.txt;book_texts/38251.txt;book_texts/28054.txt;book_texts/18881.txt;book_texts/174.txt;book_texts/66057.txt;book_texts/70361.txt;book_texts/1257.txt;book_texts/4300.txt,True,0,
399282,carmilla;crime and punishment;julius caesar;othello;the brothers karamazov;the changeling;the elusive pimpernel;the idiot;the picture of dorian gray;the vanishing point;ulysses,"le fanu, joseph sheridan;dostoyevsky, fyodor;shakespeare, william;shakespeare, william;dostoyevsky, fyodor;besant, walter;orczy, emmuska orczy;bangs, john kendrick;wilde, oscar;dawson, coningsby;joyce, james",11,2.0;5.0;3.0;4.0;5.0;4.0;5.0;4.0;3.0;5.0;4.0,book_texts/10007.txt;book_texts/2554.txt;book_texts/1120.txt;book_texts/1127.txt;book_texts/28054.txt;book_texts/49035.txt;book_texts/2785.txt;book_texts/18881.txt;book_texts/174.txt;book_texts/50499.txt;book_texts/4300.txt,True,0,
399290,alcestis;anna karenina;as you like it;julius caesar;madame bovary;the castle of otranto;the dark;the legend of sleepy hollow;the plumed serpent;the sound and the fury;treasure island,"euripides;tolstoy, leo;shakespeare, william;shakespeare, william;flaubert, gustave;walpole, horace;andreyev, leonid;irving, washington;lawrence, d. h. (david herbert);faulkner, william;stevenson, robert louis",11,5.0;5.0;5.0;3.0;4.0;3.0;5.0;5.0;4.0;4.0;4.0,book_texts/10523.txt;book_texts/1399.txt;book_texts/1121.txt;book_texts/1120.txt;book_texts/2413.txt;book_texts/696.txt;book_texts/49594.txt;book_texts/41.txt;book_texts/73677.txt;book_texts/75170.txt;book_texts/120.txt,True,0,
399307,a christmas carol;a farewell to arms;a midsummer nights dream;death in venice;ghost stories of an antiquary;great expectations;les misrables;little women;madame bovary;pride and prejudice;robin hood;short stories;the girls;the terror;the trial,"dickens, charles;hemingway, ernest;shakespeare, william;mann, thomas;james, m. r. (montague rhodes);dickens, charles;hugo, victor;alcott, louisa may;flaubert, gustave;austen, jane;creswick, paul;dostoyevsky, fyodor;ferber, edna;coppel, alfred;kafka, franz",15,4.0;4.0;5.0;5.0;3.0;5.0;5.0;5.0;4.0;4.0;5.0;4.0;4.0;5.0;5.0,book_texts/9696.txt;book_texts/75201.txt;book_texts/1113.txt;book_texts/66073.txt;book_texts/8486.txt;book_texts/1400.txt;book_texts/135.txt;book_texts/514.txt;book_texts/2413.txt;book_texts/1342.txt;book_texts/28700.txt;book_texts/40745.txt;book_texts/75334.txt;book_texts/70361.txt;book_texts/7849.txt,True,0,
399332,a midsummer nights dream;cousin pons;julius caesar;lysistrata;madame bovary;peace;romeo and juliet;the brothers karamazov,"shakespeare, william;balzac, honorã© de;shakespeare, william;aristophanes;flaubert, gustave;aristophanes;shakespeare, william;dostoyevsky, fyodor",8,4.0;4.0;3.0;4.0;3.0;4.0;5.0;4.0,book_texts/1113.txt;book_texts/1856.txt;book_texts/1120.txt;book_texts/7700.txt;book_texts/2413.txt;book_texts/2571.txt;book_texts/1112.txt;book_texts/28054.txt,True,0,
399381,a midsummer nights dream;double identity;pride and prejudice;runaway;scenes of clerical life;sense and sensibility;the brothers karamazov;the spell;the turn of the screw,"shakespeare, william;farrell, henry;austen, jane;coppel, alfred;eliot, george;austen, jane;dostoyevsky, fyodor;orcutt, william dana;james, henry",9,5.0;3.0;5.0;4.0;4.0;5.0;5.0;4.0;1.0,book_texts/1113.txt;book_texts/65282.txt;book_texts/1342.txt;book_texts/64602.txt;book_texts/17780.txt;book_texts/161.txt;book_texts/28054.txt;book_texts/35607.txt;book_texts/209.txt,True,0,
399390,a midsummer nights dream;daniel deronda;david copperfield;julius caesar;major barbara;nicholas nickleby;the count of monte cristo;treasure island,"shakespeare, william;eliot, george;dickens, charles;shakespeare, william;shaw, bernard;dickens, charles;dumas, alexandre;stevenson, robert louis",8,4.0;5.0;4.0;4.0;3.0;2.0;4.0;3.0,book_texts/1113.txt;book_texts/7469.txt;book_texts/766.txt;book_texts/1120.txt;book_texts/3790.txt;book_texts/967.txt;book_texts/1184.txt;book_texts/120.txt,True,0,
399398,a midsummer nights dream;after dark;emma;the brothers karamazov;the river;the turn of the screw;treasure island;wuthering heights,"shakespeare, william;collins, wilkie;austen, jane;dostoyevsky, fyodor;aiken, ednah;james, henry;stevenson, robert louis;brontã«, emily",8,2.0;3.0;4.0;4.0;2.0;3.0;3.0;2.5,book_texts/1113.txt;book_texts/1626.txt;book_texts/158.txt;book_texts/28054.txt;book_texts/73739.txt;book_texts/209.txt;book_texts/120.txt;book_texts/768.txt,True,0,
